-69.4072591421051,53.7958227413787,4.5,0,0,0
-69.6657640731395,53.7893105689649,4.5,0,0,0
-69.9297145060065,53.7799016369645,4.5,0,0,0
-70.2113628198292,53.7610782363079,4.5,0,0,0
-70.4930111336519,53.7422548356513,4.5,0,0,0
-70.7759480508799,53.7210876560625,4.5,0,0,0
-71.0622905628221,53.6937262035817,4.5,0,0,0
-71.3374364356667,53.6644860173186,4.5,0,0,0
-71.6180234288982,53.6312949116117,4.5,0,0,0
-71.9046255559729,53.5940616579551,4.5,0,0,0
-72.1815408875596,53.5568167777423,4.5,0,0,0
-72.4699709239232,53.5156124868332,4.5,0,0,0
-72.7399591421051,53.4770427413787,4.5,0,0,0
-73.000779142105,53.3901027413787,4.5,0,0,0
-73.2612537683239,53.3555025680309,4.5,0,0,0
-73.5478826090606,53.317071885474,4.5,0,0,0
-73.8345114497974,53.2786412029171,4.5,0,0,0
-74.1192017124615,53.2444781822792,4.5,0,0,0
-74.368034337227,53.2224074974762,4.5,0,0,0
-74.5769172066212,53.2162227413787,4.5,0,0,0
-74.9424391421051,53.2162227413787,4.5,0,0,0
-75.2032591421051,53.1872427413787,4.5,0,0,0
-75.3771391421051,53.1292827413787,4.5,0,0,0
-75.5799991421051,53.0423427413787,4.5,0,0,0
-75.724899142105,52.8974427413787,4.5,0,0,0
-75.8697991421051,52.6945827413787,4.5,0,0,0
-75.9277591421051,52.5496827413787,4.5,0,0,0
-75.9567391421051,52.4047827413787,4.5,0,0,0
-75.9567391421051,52.2147567413787,4.5,0,0,0
-75.9567391421051,52.0247307413787,4.5,0,0,0
-75.9277591421051,51.7382427413787,4.5,0,0,0
-75.811839142105,51.5353827413787,4.5,0,0,0
-75.7538791421051,51.3904827413787,4.5,0,0,0
-75.6298447421051,51.2154435413787,4.5,0,0,0
-75.4598607808246,51.0256604929031,4.5,0,0,0
-75.2545008456112,50.8196836598238,4.5,0,0,0
-75.0491409103977,50.6137068267445,4.5,0,0,0
-74.8437809751843,50.4077299936653,4.5,0,0,0
-74.6384210399709,50.201753160586,4.5,0,0,0
-74.4330611047575,49.9957763275067,4.5,0,0,0
-74.2277011695441,49.7897994944275,4.5,0,0,0
-74.0223412343307,49.5838226613482,4.5,0,0,0
-73.8169812991172,49.3778458282689,4.5,0,0,0
-73.6116213639038,49.1718689951897,4.5,0,0,0
-73.4062614286904,48.9658921621104,4.5,0,0,0
-73.200901493477,48.7599153290311,4.5,0,0,0
-72.9955415582636,48.5539384959519,4.5,0,0,0
-72.7901816230502,48.3479616628726,4.5,0,0,0
-72.5848216878368,48.1419848297933,4.5,0,0,0
-72.3794617526233,47.936007996714,4.5,0,0,0
-72.1741018174099,47.7300311636348,4.5,0,0,0
-71.9687418821965,47.5240543305555,4.5,0,0,0
-71.7633819469831,47.3180774974762,4.5,0,0,0
-71.5580220117697,47.112100664397,4.5,0,0,0
-71.3526620765563,46.9061238313177,4.5,0,0,0
-71.1473021413429,46.7001469982384,4.5,0,0,0
-70.9419422061294,46.4941701651592,4.5,0,0,0
-70.736582270916,46.2881933320799,4.5,0,0,0
-70.5312223357026,46.0822164990006,4.5,0,0,0
-70.3258624004892,45.8762396659214,4.5,0,0,0
-70.1205024652758,45.6702628328421,4.5,0,0,0
-69.9272725899158,45.4728433548718,4.5,0,0,0
-69.7212681017295,45.2611122097895,4.5,0,0,0
-69.5152636135432,45.0493810647073,4.5,0,0,0
-69.309259125357,44.837649919625,4.5,0,0,0
-69.1032546371707,44.6259187745427,4.5,0,0,0
-68.8972501489844,44.4141876294604,4.5,0,0,0
-68.6912456607982,44.2024564843782,4.5,0,0,0
-68.4852411726119,43.9907253392959,4.5,0,0,0
-68.2792366844256,43.7789941942136,4.5,0,0,0
-68.0732321962393,43.5672630491313,4.5,0,0,0
-67.8687130789249,43.3570946390505,4.5,0,0,0
-67.6629202468577,43.1454173312361,4.5,0,0,0
-67.4571274147905,42.9337400234217,4.5,0,0,0
-67.2513345827233,42.7220627156072,4.5,0,0,0
-67.0455417506561,42.5103854077928,4.5,0,0,0
-66.839748918589,42.2987080999783,4.5,0,0,0
-66.6339560865218,42.0870307921639,4.5,0,0,0
-66.4281632544546,41.8753534843494,4.5,0,0,0
-66.2223704223874,41.663676176535,4.5,0,0,0
-66.0165775903202,41.4519988687205,4.5,0,0,0
-65.8147993605656,41.2436812813158,4.5,0,0,0
-65.6094909000476,41.0314113442032,4.5,0,0,0
-65.4041824395297,40.8191414070906,4.5,0,0,0
-65.1988739790117,40.6068714699781,4.5,0,0,0
-64.9935655184937,40.3946015328655,4.5,0,0,0
-64.7882570579758,40.1823315957529,4.5,0,0,0
-64.5829485974578,39.9700616586403,4.5,0,0,0
-64.3776401369398,39.7577917215277,4.5,0,0,0
-64.1911100582436,39.5625738226754,4.5,0,0,0
-63.9905466121463,39.3471356553873,4.5,0,0,0
-63.789983166049,39.1316974880992,4.5,0,0,0
-63.5894197199517,38.9162593208111,4.5,0,0,0
-63.408798866243,38.7194274310339,4.5,0,0,0
-63.2134523622642,38.4996626140577,4.5,0,0,0
-63.0224492819,38.2839225810804,4.5,0,0,0
-62.8451945601378,38.077432143018,4.5,0,0,0
-62.6640767565765,37.8620158787444,4.5,0,0,0
-62.4760032732526,37.6363276987557,4.5,0,0,0
-62.3100712786904,37.4324482983173,4.5,0,0,0
-62.149507942105,37.2215811413787,4.5,0,0,0
-61.9721503421051,36.9851043413787,4.5,0,0,0
-61.7947927421051,36.7486275413787,4.5,0,0,0
-61.6614252959512,36.5549519721479,4.5,0,0,0
-61.5174764344127,36.3512002798402,4.5,0,0,0
