opt_x,opt_y,outer_width,inner_width,center_x,center_y,outer_x,outer_y,inner_x,inner_y,curvature,ref_v
-74.7670110455146,50.40249805719791,0.6731515231532059,0.5713492716333132,-74.80630201264914,50.37013844494341,-75.2866218395374,49.97455227107721,-74.32598218576088,50.76572461880961,0.0886237277717419,8.307477670145538
-74.63232609578007,50.13297656184995,0.5778159765219122,0.666667317185516,-74.59815438600748,50.161365546256725,-75.076775435637,49.7637393927774,-74.11953333637797,50.55899169973605,0.08114680890275,8.587303376892379
-74.48987144885315,49.86890494360272,0.49195908621812,0.7525475587315479,-74.39000675936583,49.95259264757005,-74.86693602820137,49.55292069476503,-73.91307749053031,50.35226460037507,0.0748576038365797,8.857182428335253
-74.34030069392443,49.6098892433592,0.4148219120670143,0.8297489351712402,-74.18185913272418,49.743819748883375,-74.65710354217595,49.34209608797493,-73.70661472327242,50.14554340979182,0.0694889076610451,9.118264276326261
-74.18416992581105,49.35560171003939,0.3457637184243932,0.8989121786435081,-73.97371150608254,49.535046850196686,-74.4472779013814,49.13126548432019,-73.50014511078368,49.93882821607318,0.064848988546511,9.371485222586191
-74.02195916901368,49.10576567507402,0.284235725997072,0.9605860627069522,-73.76556387944089,49.32627395151002,-74.23745902853462,48.92042879671588,-73.29366873034716,49.73211910630416,0.0607965190726505,9.61761959167976
-73.85408790732734,48.8601446544259,0.2297621198105544,1.0152463943738026,-73.55741625279924,49.11750105282333,-74.0276468452704,48.70958593910222,-73.08718566032807,49.52541616654444,0.0572249187419946,9.857316164598352
-73.68092661685951,48.61853430458317,0.1819259701083392,1.0633100932126958,-73.34926862615758,48.908728154136654,-73.81784127216352,48.49873682646763,-72.88069598015164,49.31871948180568,0.0540522171314385,10.091124748781263
-73.50280551151425,48.3807563604916,0.1403585751170165,1.1051458485863777,-73.14112099951593,48.69995525544997,-73.60804222875126,48.28788137487083,-72.67419977028061,49.11202913602912,0.0512142862316063,10.319515960814204
-73.3200212961526,48.14665398386061,0.1047312461100942,1.141082334591283,-72.93297337287427,48.4911823567633,-73.39824963355643,48.07701950146284,-72.46769711219213,48.90534521206376,0.0486602001374843,10.542896224524178
-73.13284246510335,47.91608813671876,0.0747488731995387,1.1714146442699862,-72.72482574623263,48.28240945807661,-73.18846340411085,47.86615112450813,-72.26118808835442,48.698667791645086,0.0463489783026714,10.761619324294273
-72.94151351846935,47.68893471436855,0.0501448141062581,1.1964094008452903,-72.51667811959098,48.07363655938993,-72.97868345697913,47.65527616340552,-72.05467278220283,48.49199695537434,0.0442472522809735,10.975995431597122
-72.74625835979008,47.46508225026371,0.0306767823491151,1.2163088695363458,-72.30853049294933,47.86486366070326,-72.76890970778298,47.44439453870832,-71.84815127811567,48.2853327826982,0.0423275631733163,11.18629824714467
-72.54728306515008,47.24443005806301,0.0161235017498778,1.2313343030595456,-72.10038286630768,47.656090762016575,-72.55914207122589,47.23350617214397,-71.64162366138947,48.07867535188918,0.040567098656164,11.392770716725575
-72.34477816319324,47.0268867123448,0.00628195642689,1.2416886916411896,-71.89223523966604,47.4473178633299,-72.34938046111807,47.02261098663325,-71.43509001821398,47.87202474002655,0.0389467416647189,11.595629652920898
-72.1389205299813,46.81236879480276,0.0009651090946813,1.2475590447247715,-71.68408761302437,47.23854496464321,-72.13962479040191,46.81170890630869,-71.22855043564684,47.66538102297773,0.0374503399943084,11.795069507293805
-71.92987497759579,46.60079985046736,8.830592112659121e-09,1.2491183008731743,-71.47593998638271,47.029772065956536,-71.92987497117764,46.60079985653257,-71.0220050015878,47.4587442753805,0.0359801196287148,11.99126547564502
-71.71780265121602,46.392102788254725,0.0032163457543313,1.246536684791166,-71.26779235974107,46.82099916726986,-71.72013091472937,46.389883763914206,-70.81545380475276,47.25211457062552,0.001098747451414,12.184375873240452
-71.50565708450173,46.183512340818815,0.0065683484090913,1.24385998656491,-71.05964473309942,46.61222626858319,-71.51039253155145,46.17896055632671,-70.60889693464739,47.045491980839664,-5.8040360112665856e-05,12.374458745427367
-71.2935357216585,45.97493625658536,0.0099219778327639,1.2412221909881018,-70.85149710645777,46.4034533698965,-71.30065973137503,45.96803016292305,-70.4023344815405,46.83887657686996,-4.520664457509521e-05,12.561648546550124
-71.08143741237765,45.76637549163609,0.0132788893134676,1.2386216041221794,-70.64334947981612,46.19468047120982,-71.09093242319503,45.757092514151616,-70.1957665364372,46.63226842826803,-3.423347995656441e-05,12.746072833096909
-70.86936117817582,45.55783086835054,0.0166405201294394,1.236056747905507,-70.43520185317448,45.98590757252314,-70.88121051529716,45.54614754177104,-69.98919319105178,46.42566760327524,-2.488196037970253e-05,12.92785003471719
-70.65730618944411,45.34930309170779,0.0200081175862385,1.233526332127333,-70.22705422653281,45.777134673836464,-70.67149391528537,45.335195178864346,-69.78261453778026,46.21907416880858,-0.000123148779854,13.107090344233118
-70.48148417244653,45.17638729521335,0.0227024067035613,1.2306118645529276,-70.04845170061358,45.59739108727316,-70.49776168269784,45.16056193802458,-69.59914171852932,46.03422023652174,0.000196305754963,13.253874208436406
-70.2683671061954,44.96682821181562,0.0292027037711133,1.223887125470748,-69.84010866818576,45.383256389460335,-70.28930368840157,44.94646998416517,-69.39091364796997,45.8200427947555,-2.905661289087068e-05,13.429628448116551
-70.05525319359887,44.75726750561193,0.0356996118456283,1.2171657894420638,-69.63176563575797,45.169121691647504,-70.08084570182815,44.73237803377216,-69.18268556968778,45.60586534952285,-2.6961722723048967e-05,13.603111463279298
-69.84214226017767,44.547705345625225,0.0421933739736917,1.210447613424504,-69.42342260333015,44.95498699383467,-69.87238772298002,44.518286086845386,-68.9744574836803,45.39168790082396,-2.5037718432481943e-05,13.774409072891729
-69.62903414571,44.33814188711508,0.0486842133851812,1.2037323741923862,-69.21507957090236,44.74085229602184,-69.66392975185965,44.30419414338473,-68.76622938994505,45.17751044865896,-2.3301899752923164e-05,13.943601823468715
-69.41592870566359,44.12857727017353,0.0551723314877118,1.1970198703422896,-69.00673653847454,44.52671759820901,-69.45547178846951,44.09010220339004,-68.55800128847959,44.96333299302798,-2.172929598511628e-05,14.110765431675464
-69.20282580911447,43.91901162173834,0.0616579107622964,1.1903099193974342,-68.79839350604675,44.31258290039618,-69.24701383281204,43.87601026686115,-68.34977317928144,44.74915553393121,-2.02996963761472e-05,14.275971180331242
-68.98972533706235,43.709445057222304,0.0681411171069154,1.1836023554640336,-68.59005047361893,44.09844820258335,-69.03855588488973,43.661918333797935,-68.14154506234814,44.53497807136876,-1.8996281178099558e-05,14.439286273617393
-68.77662718102843,43.49987768186907,0.0746221017870624,1.1768970272808166,-68.38170744119112,43.8843135047705,-68.83009794470502,43.44782640420021,-67.93331693767723,44.3208006053408,-1.781417317743425e-05,14.600774156512715
-68.56353124264612,43.29030959114356,0.0811010020012687,1.170193797653445,-68.17336440876332,43.670178806957686,-68.6216400122604,43.233734478067895,-67.72508880526624,44.10662313584748,-4.190279022892412e-05,14.760494802751184
-68.35636070636747,43.08656208818402,0.0873950787020351,1.1637359481528615,-67.9706948336524,43.46191425806647,-68.41899012099857,43.02560754607024,-67.52239954630623,43.8982209700627,-1.3608090799290564e-05,14.914136956342393
-68.1489407273683,42.88256705015558,0.0939232896716316,1.1573296070746737,-67.76783423967626,43.25333125286698,-68.21626170233985,42.81707299949736,-67.31940677701269,43.689589506236594,-1.5731393752197333e-06,15.066395365940613
-67.93843507513228,42.67553703218231,0.100659067149094,1.1508281713245714,-67.56204140760909,43.04165394505254,-68.01058999818814,42.60535217001013,-67.11349281703004,43.47795572009495,-1.3913225498331344e-05,15.219361619811194
-67.72792976921028,42.468505092678704,0.1073932609388371,1.1443283355754412,-67.3562485755419,42.8299766372381,-67.80491830281095,42.39363134434796,-66.90757884827285,43.26632193012824,-1.3239983620031387e-05,15.370806227019338
-67.51742475418276,42.26147128659293,0.1141259492234049,1.137830021639726,-67.15045574347471,42.61829932942364,-67.59924661620539,42.18191052251105,-66.70166487074403,43.05468813633623,-1.2608823504858838e-05,15.520773730536217
-67.3069199781093,42.05443566545336,0.120857205306643,1.1313331562084274,-66.94466291140752,42.40662202160921,-67.39357493836854,41.97018970449973,-66.4957508844465,42.84305433871869,-1.2020845645819417e-05,15.669306541778015
-67.09641539262165,41.84739827728088,0.1275870974861268,1.1248376709789367,-66.73887007934033,42.19494471379477,-67.18790326929754,41.75846889031418,-66.28983688938314,42.63142053727535,-1.147978413560372e-05,15.816445080724057
-66.88591095323571,41.6403591662888,0.1343156886200465,1.1183435030879194,-66.53307724727316,41.98326740598032,-66.98223160898942,41.54674807995469,-66.08392288555689,42.41978673200594,-2.528024425370947e-05,15.962227904406024
-66.67540780805052,41.43331721782247,0.14104137866852,1.111852252570183,-66.32728441520597,41.77159009816587,-66.77655995744132,41.33502727342154,-65.87800887297061,42.20815292291021,-0.0132251996839478,16.106691806656393
-66.46600365768063,41.22520597477197,0.1462337177080709,1.1068943693441395,-66.12149158313878,41.55991279035142,-66.57088831465035,41.123306470714944,-65.67209485162722,41.99651910998789,-0.0184508938729037,16.24985709519171
-66.27475528591614,41.03224324736792,0.1489597359707976,1.1041806540098251,-65.93154338713461,41.36438379457588,-66.38179807122175,40.928653455136704,-65.48128870304745,41.800114134015054,-0.0181417920369512,16.380497568486113
-66.06776052879694,40.82027032422753,0.1504606314098602,1.1028443294635213,-65.7254955203963,41.15134937989868,-66.17590477649607,40.71566046191119,-65.27508626429652,41.58703829788616,-0.0178124942294337,16.521787249268705
-65.86224975060472,40.606861665163656,0.1498967260314498,1.1035729138232715,-65.51944765365798,40.93831496522146,-65.97001151013446,40.50266746351115,-65.06888379718151,41.373962466931765,-0.0174943217031045,16.661877733501207
-65.65819739121085,40.39204385984609,0.1473048778923571,1.1063295490085945,-65.31339978691966,40.725280550544255,-65.76411827213786,40.28967445995273,-64.86268130170147,41.16088664113578,-0.0171871059878183,16.800804955039887
-65.45557883384113,40.17584254118794,0.1427206012342159,1.1110787207541255,-65.10735192018136,40.512246135867045,-65.55822506250723,40.07668145125201,-64.65647877785548,40.94781082048208,-0.0168903940125613,16.93860309755609
-65.25437036232559,39.958282428686736,0.1361781273608592,1.1177861977323564,-64.90130405344304,40.29921172118984,-65.3523318812435,39.863688437425104,-64.45027622564258,40.73473500495458,-0.0166036841827006,17.075304709429695
-65.05454911485737,39.73938737502269,0.1277104702885246,1.126418965903314,-64.69525618670474,40.08617730651263,-65.14643872834758,39.65069541848809,-64.24407364506189,40.52165919453717,-0.0163264853045087,17.21094080930568
-64.85609303910536,39.51918041123063,0.1173494904304771,1.1369451648300115,-64.48920831996642,39.87314289183542,-64.94054560382037,39.43770239445709,-64.03787103611246,40.30858338921376,-0.0160583304056228,17.345540983158426
-64.65898084977687,39.29768378939195,0.1051259547957617,1.1493340274796395,-64.2831604532281,39.66010847715821,-64.73465250766276,39.22470936534817,-63.83166839879345,40.09550758896825,-0.0157987874465666,17.479133473662735
-64.4905742533467,39.105880716357085,0.0964256725048574,1.157165440233664,-64.10208991906674,39.46695153452079,-64.56120394845232,39.04023502733411,-63.642975889681175,39.89366804170746,-0.0155819781625272,17.59332356142313
-64.29953867081835,38.88537142789419,0.085624997500515,1.167222537906244,-63.90367153656407,39.25381751875449,-64.36221655443917,38.82703513471595,-63.445126518688966,39.68059990279303,-0.0153413254933393,17.722945462600972
-64.10979539246343,38.66363749720748,0.0730442844991626,1.1790607638095192,-63.7052531540614,39.04068350298821,-64.16322949386523,38.61383524519639,-63.247276814257575,39.46753176078003,-0.0151079296386907,17.85166346586009
-63.921322595821024,38.44069418457709,0.0587098854688605,1.1926537670540212,-63.50683477155873,38.82754948722191,-63.964242766890976,38.40063535824515,-63.04942677622648,39.25446361619867,-0.0148814540041339,17.97950277242004
-63.74481242701592,38.22930507398316,0.0471500517250308,1.2006685260296932,-63.313737198531385,38.6124830548583,-63.78005281505162,38.19798028461809,-62.84742158201115,39.026985825098514,-0.0146739457713028,18.099270760440465
-63.56260205436393,38.00838257694654,0.0365628639908056,1.2112557137639288,-63.12361386310818,38.398594302507206,-63.58992947962842,37.984091532266994,-62.65729824658794,38.81309707274742,-0.0144642181102243,18.222977576349376
-63.40993178231011,37.82084602947828,0.0261321600550588,1.2188389239792452,-62.95854959727747,38.21057860344765,-63.42971131548968,37.80376797758876,-62.48738787906525,38.61738922930653,-0.0142917274769781,18.32679062777963
-63.254320417449065,37.6270360878345,0.0204201095714656,1.226893680959827,-62.792435010957504,38.015052184001625,-63.26995565527557,37.61390139282398,-62.31491436663944,38.41620297517927,-0.0141186703604348,18.432882496146238
-63.10027407075445,37.43256363417084,0.0142594742463456,1.2343088467095902,-62.631640125711606,37.82309192170654,-63.11122850230636,37.42343494121091,-62.15205174911685,38.22274890220218,-0.0139500596727457,18.538173458424712
-62.92185776388618,37.20450388989439,0.0053223873324658,1.2432459336234516,-62.44635815849849,37.6007535610508,-62.925946535093246,37.20109658055518,-61.966769781903736,38.00041054154642,-0.0137582929348946,18.660311075020825
-62.76615980197703,37.0030516186846,4.7999133815223895e-09,1.2476440592789837,-62.27003646893432,37.38122559991525,-62.76615980579437,37.00305161577479,-61.77391313207427,37.75939958405572,-0.0135939779492189,18.767049562552177
-62.60201646609425,36.788014748386765,0.0022773450135048,1.2465706549865103,-62.10429914210505,37.16130274137867,-62.60383834210505,36.78664834137866,-61.60475994210505,37.53595714137868,-0.013423630132755,18.879800062248687
-62.42746093208096,36.556681398896735,0.0031217625301138,1.2457262374699014,-61.93041914210505,36.92946274137868,-62.42995834210505,36.55480834137867,-61.43087994210505,37.30411714137869,-0.0132458196729111,18.999842187143244
-62.26952888715478,36.34494229165698,0.0028509385039657,1.2479083317868305,-61.756539142105055,36.69762274137868,-62.271878180005366,36.34332715282222,-61.24120010420474,37.05191832993514,-0.0130878025726463,19.108602572467024
-62.11504995773379,36.13531328242812,0.0123912520964322,1.2355374172482108,-61.609038372874274,36.47878658753252,-62.125302399004255,36.12835407439035,-61.09277434674429,36.829219100674685,-0.0129356764795273,19.215215685253035
-61.970519810504186,35.93672896244592,0.0090789997712277,1.2253754246671698,-61.46450991133582,36.27406889522483,-61.978073994936125,35.931692839491284,-60.95094582773551,36.616444950958375,-0.0127953947927018,19.315234519448786
-61.82030457505098,35.72775245274803,0.0181463197082042,1.2163081047301851,-61.32183914210505,36.06006274137868,-61.83540322570536,35.71768668564514,-60.80827505850474,36.40243879711222,-0.0126516268583115,19.419486422758837
-61.66915477978134,35.514945259629094,0.0501045364177875,1.2089775113107226,-61.180282988258895,35.82599351060945,-61.71142808326264,35.488048561273736,-60.64913789325515,36.163938459945165,-0.0125090758778053,19.524652265553136
-61.50725625430968,35.28440133324225,0.048766525823058,1.2017631103019388,-61.02758068056659,35.60418504907098,-61.54783245647459,35.257350531798984,-60.50732890465858,35.95101956634297,-0.0123587939920571,19.637521486257924
-61.38861401669588,35.11328678204851,0.0542685584003133,1.203197177153603,-60.887139142105056,35.393522741378675,-61.43598740103642,35.08681342021115,-60.33829088317368,35.7002320625462,-0.0122500116548075,19.720530587011933
-61.21784298557466,34.86393351239892,0.0884897619043258,1.1620398742206652,-60.771219142105046,35.16168274137867,-61.29147091801305,34.81484822410668,-60.250967366197045,35.50851725865066,-0.0120954781595713,19.8403970584201
-61.07584284138042,34.654310275195094,0.0903629728668412,1.1601666632581715,-60.63077760364351,34.95102043368637,-61.15102937955152,34.60418591641436,-60.11052582773551,35.297854950958374,-0.0119689915522396,19.94025916104392
-60.917038669437744,34.41724972315688,0.0909984961409558,1.1595311399840351,-60.47250221902812,34.71360735676328,-60.99275399493612,34.36677283949128,-59.95225044312012,35.06044187403527,-0.0118295738398447,19.999996686924632
-60.75714683314442,34.17608428068575,0.0420363922697344,1.160267608795442,-60.29193452672044,34.486225818301754,-60.79212322570536,34.15276668564514,-59.79174582773551,34.81968495095837,-0.0116914771907468,19.999996735876106
-60.61420296405672,33.95815063073213,0.0401209243996318,1.1912666968041712,-60.139009295951205,34.28291997214791,-60.64732684756527,33.93551223600121,-59.63069174433714,34.63032770829461,-0.0115698203469899,19.999996354083045
-60.46732891296374,33.73173622747289,0.0366995257509761,1.2138301103740148,-59.97761298825889,34.058213510609434,-60.49786476416689,33.71137899333744,-59.45736121235089,34.40504802788143,-0.0114464758754963,19.999996485903022
-60.29891032838894,33.46948282897451,0.0159380289195364,1.221348001966989,-59.81487914210505,33.828602741378674,-60.31171012798815,33.45998620346541,-59.31804815622195,34.197219279291936,-0.0113072613419213,19.9999969839592
-60.12891020785283,33.20232168275111,0.0150545142572485,1.215464378198036,-59.58303914210505,33.45186274137868,-60.14260190431215,33.19606262151259,-59.02347637989795,33.70766286124476,-0.0111692443727355,19.999997034604757
-59.93790014470125,32.89957364889613,9.544784399026557e-08,1.236535042304302,-59.409159142105054,33.22002274137868,-59.93790022632804,32.899573599425345,-58.88041805788206,33.54047188333201,-0.0110172654323858,19.99999739986451
-59.83814657475347,32.739638903783224,0.0351147488650463,1.213799669341331,-59.30377732392324,32.98818274137868,-59.86998585888807,32.72482993441829,-58.7375687889584,33.25153554833907,-0.0109388613181786,19.999994882173883
-59.61481940847293,32.377677558250774,0.0592916089553394,1.191467661335457,-59.14833914210504,32.69838274137868,-59.66367818000536,32.34408715282222,-58.63300010420473,33.05267832993514,-0.0107659522994071,19.999997843240795
-59.47221729176303,32.14460091224385,0.029089085912265,1.2157416905161076,-58.97652914210505,32.47068274137868,-59.49651945924684,32.128614055929994,-58.45653882496325,32.81275142682737,-0.0107382274196297,19.999996531572958
-59.33630095434182,31.920113951362104,0.047919705453293,1.1867481742997588,-58.84611914210505,32.20986274137868,-59.37755276478303,31.895729810900452,-58.31468551942707,32.5239956718569,-0.0107906569594215,19.999996380410842
-59.20043280678887,31.69328231928518,0.0667874528317035,1.1629086589288231,-58.71570914210505,31.94904274137867,-59.25950192927533,31.662114986636617,-58.171916354934766,32.23597049612072,-0.0108439847533639,19.99999640906705
-59.06470864873816,31.46423633254189,0.0858216350763966,1.1441285591656172,-58.58529914210505,31.688222741378667,-59.1424624776018,31.427908723974447,-58.0281358066083,31.94853675878289,-0.010898193660663,19.999996435104826
-58.92922567697298,31.233111458917755,0.1051283254298484,1.1303000198319757,-58.454889142105046,31.427402741378685,-59.02650929467947,31.19326346607468,-57.88326898953063,31.66154201668269,-0.0109532537928186,19.999996458552445
-58.79408229191088,31.000048117197203,0.1247883062336756,1.12130403487788,-58.32447914210505,31.16658274137868,-58.91169404651108,30.9583396462047,-57.73726423769902,31.37482583655265,-0.0110091235496572,19.99999647943407
-58.661149626116725,30.768263665483,0.1949681008692647,1.0595194464017312,-58.249959142105055,30.901622741378677,-58.84660773263067,30.708115090397392,-57.65331055157944,31.095130392359955,-0.0110648703295487,19.999996448623147
-58.49292544641269,30.472011461207764,0.1851826225082745,1.0272395107732584,-58.12488036852015,30.67648094892585,-58.65480418328957,30.382078829609505,-57.59495655375072,30.970883068242195,-0.0111364074405633,19.99999725779044
-58.367037262117066,30.248022270023437,0.199501595980772,1.0549859512902309,-57.960159142105056,30.379982741378683,-58.55680773263067,30.1864750903974,-57.36351055157943,30.573490392359965,-0.0111896848434156,19.999996298863252
-58.17790751107884,29.908181812847523,0.24628325395151,0.9694325940057908,-57.86048270898404,30.08132261399014,-58.39411848940582,29.790248551941893,-57.32684692856225,30.372396676038385,-0.0112543312533946,19.99999762273408
-58.063506282874044,29.700459081017847,0.2493689249940947,0.975344453110852,-57.732672294971294,29.84982102163346,-58.29078588864486,29.597848937496984,-57.17455870129772,30.101793105769936,-0.0043777415758765,19.999995973156228
-57.9297269273475,29.456407491562167,0.310009045887174,0.9287780157156156,-57.64137914210505,29.56854274137868,-58.21865680633441,29.344045871956148,-57.064101477875695,29.79303961080121,-7.649679000271839e-05,19.999996598437896
-57.78642549738152,29.194965825437823,0.3082938505852313,0.9304932110175504,-57.49647914210505,29.30772274137868,-58.0737568063344,29.083225871956135,-56.9192014778757,29.532219610801214,-4.501621185428164e-06,19.99999683794428
-57.643124557932914,28.93352396855673,0.3065781289797296,0.932208932623065,-57.35157914210505,29.04690274137868,-57.92885680633441,28.822405871956143,-56.774301477875696,29.271399610801215,0.000136854202311,19.999996837946465
-57.52090486592893,28.71057384878049,0.3630882448752613,0.8756988167275178,-57.28202714210505,28.803470741378675,-57.85930480633441,28.57897387195616,-56.704749477875694,29.02796761080119,-0.0001193662757454,19.999996257614683
-57.381239153727904,28.455768292414227,0.3636909373489958,0.875096124253782,-57.14292314210505,28.54844674137868,-57.7202008063344,28.323949871956152,-56.5656454778757,28.7729436108012,-4.436497657119289e-06,19.999996750393034
-57.24157392494842,28.200962548050704,0.3642931111326956,0.8744939504700807,-57.00381914210505,28.29342274137868,-57.5810968063344,28.068925871956147,-56.4265414778757,28.517919610801208,0.0001025996785084,19.99999675039465
